Placeholder (129)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (130)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (131)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (132)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (133)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (134)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (135)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (136)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (137)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (138)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (139)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (140)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (141)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (142)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (143)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (144)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (145)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (146)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (147)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (148)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (149)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Placeholder (150)	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	clear target			target ranged			target bad will			cast single		'Command' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			use potion			coup de grace			attack												
Gorgon	target closest			cast area		'Petrifying Breath (INTERNAL)' domain_special 0	target damaged			attack threatened			target ranged			target closest			charge			attack			use potion			target closest			approach																		
Basilisk (target dying)	target threatened			attack threatened			target ranged			target closest			cast area		'Petrifying Gaze (INTERNAL)' domain_special 0	target closest			attack			use potion																											
Basilisk	target damaged			attack threatened			target ranged			target closest			cast area		'Petrifying Gaze (INTERNAL)' domain_special 0	target closest			attack			use potion																											
Bodak (target dying)	target closest			cast single		'Death Gaze (INTERNAL)' domain_special 5	target threatened			attack threatened			target ranged			target closest			attack			use potion			target closest																								
Bodak	target closest			cast single		'Death Gaze (INTERNAL)' domain_special 5	target damaged			attack threatened			target ranged			target closest			attack			use potion			target closest																								
Efreeti	target ranged			attack threatened			target ranged			target closest			cast single		'Scorching Ray' domain_special 0	target damaged			attack			use potion			target closest																								
