41	Hommlet - Map-3-secret-stairtop1	5007	463	475
42	Hommlet - Map-3-left-stairtop1	5007	496	474
43	Hommlet - Map-3-left-stairbase0	5006	496	480
44	Hommlet - Map-3-secret-stairbase0	5006	463	485
45	Hommlet - Map-3-left-stairtop2	5008	495	474
46	Hommlet - Map-3-right-stairtop2	5008	464	480
47	Hommlet - map1-int08-int-blacksmith	5027	483	481
48	Hommlet - map1-int09-int-new-building	5048	476	486
49	Hommlet - map1-int10-int-weaver	5028	493	489
50	Hommlet - map1-int10-stairbase1	5028	495	495
51	Hommlet - map1-int10-stairtop2	5029	488	494
52	Hommlet - map1-int11-int-tailor	5030	490	486
53	Hommlet - map1-int12-int-strapping-farmer	5031	481	484
54	Hommlet - map1-int13-ext-traders-barn	5001	488	309
55	Hommlet - Map-4-int-right	5010	481	481
56	Hommlet - Map-4-int-left	5010	481	478
57	Hommlet - Map-4-int-top	5010	480	475
58	Hommlet - map1-int13-ext-side-trading-post	5001	519	302
59	Hommlet - map1-int13-ext-barn-trading-post	5001	493	309
60	Hommlet - Map-4-int-right	5009	480	488
61	Hommlet - Map-4-int-left	5009	494	485
62	Hommlet - Map-4-int-top	5009	469	481
63	Hommlet - map1-int13-ext-left-traders-barn	5001	492	295
64	Hommlet - map1-int13-ext-right	5001	460	314
65	Hommlet - map1-int14-int-teamster	5032	481	483
66	Hommlet - map1-int15-int-right-Moneychanger	5033	472	491
67	Hommlet - map1-int15-int-left-Moneychanger	5033	483	491
68	Hommlet - map1-int15-ext-left-Moneychanger	5001	559	325
69	Hommlet - map1-int17-int-potter	5036	480	476
70	Hommlet - map1-int18-int-right-brewhouse	5037	463	489
71	Hommlet - map1-int18-int-left-brewhouse	5037	478	490
72	Hommlet - map1-int18-ext-left-brewhouse	5001	647	324
73	Hommlet - map1-int19-int-modest-cottage	5038	488	486
74	Hommlet - Map-5-int-Main-Floor	5012	484	487
75	Hommlet - Map-5-stairbase1	5012	497	474
76	Hommlet - Map-5-stairtop1	5012	497	495
77	Hommlet - Map-5-stairbase0	5013	494	487
78	Hommlet - Map-5-stairtop2	5011	491	469
79	Hommlet - map1-int01-int-prosperous-farmer	5020	477	483
80	Hommlet - map1-int01-stairbase1	5020	470	484
81	Hommlet - map1-int01-stairtop2	5021	486	490
82	Hommlet - map1-int16-ext-middle-cabinet-maker	5001	569	284
83	Hommlet - map1-int16-ext-left-cabinet-maker	5001	572	275
84	Hommlet - map1-int16-int-cabinet-maker	5034	472	483
85	Hommlet - map1-int16-int-middle-cabinet-maker	5034	486	479
86	Hommlet - map1-int16-int-left-cabinet-maker	5034	492	479
87	Hommlet - map1-int16-stairbase1	5034	477	474
88	Hommlet - map1-int16-stairtop2	5035	471	474
89	Hommlet - map1-int21-int-cheesemaker	5039	477	480
90	Hommlet - map1-int22-int-mill	5040	497	489
91	Hommlet - map1-int23-int-reclusive-farmer	5041	484	483
92	Hommlet - map1-int24-int-the-grove	5042	494	476
93	Hommlet - map1-int25-ext-herdsman-right-barn	5001	577	492
94	Hommlet - map1-int25-int-herdsman-barn	5043	493	478
95	Hommlet - map1-int25-int-right-herdsman-barn	5043	486	491
96	Hommlet - map1-int25-int-top-hersman-barn	5043	481	475
97	Hommlet - map1-int25-ext-top-hersman-barn	5001	563	474
98	Hommlet - map1-int26-int-wainwright	5044	495	488
99	Hommlet - map1-int27-int-village-elder	5045	484	476
100	Hommlet - map1-int27-stairbase1	5045	484	470
101	Hommlet - map1-int27-stairtop2	5046	478	471
102	Hommlet - map1-int27-ext-back-village-elder	5001	469	453
103	Hommlet - map1-int28-int-carpenter	5047	477	472
104	Hommlet - map1-int29-int-stone-mason	5049	481	484
105	Hommlet - Map-6-int-Tower	5016	478	490
106	Hommlet - Map-6-stairtop2	5016	483	473
107	Hommlet - Map-6-stairbase2	5016	472	479
108	Hommlet - Map-6-stairtop1	5015	484	474
109	Hommlet - Map-6-stairbase1	5015	472	479
110	Hommlet - Map-6-stairbase0	5014	472	479
111	Hommlet - Map-6-stairtop3	5018	483	473
112	Hommlet - Map-6-ladderbase3	5018	479	474
113	Hommlet - Map-6-int-Parapet	5019	482	477
114	Hommlet - Map-6-ext-Parapet	5017	470	461
115	Moathouse - Map-7-ext-spider-tower	5002	483	469
116	Moathouse - Map-7-ext-ruins	5002	464	449
117	Moathouse - Map-7-ext-brigand-escape	5002	437	445
118	Moathouse - Map-7-ruins-stairtop1	5004	489	471
119	Moathouse - Map-7-int-ruins	5004	483	484
120	Moathouse - Map-7-int-ruins-brigand-escape	5004	461	471
121	Moathouse - Map-7-int-spider-tower	5003	466	489
122	Moathouse - Map-8-stairbase0	5005	427	406
123	Nulb - Map-9-Nulb-ext-The-Water-Hostel	5051	550	453
124	Nulb - Map-9-Nulb-ext-left-The-Water-Hostel	5051	558	448
125	Nulb - Map-9-Nulb-ext-Snake-Brothel	5051	556	529
126	Nulb - Map-9-Nulb-ext-Mother-Screng	5051	546	558
127	Nulb - Map-9-Nulb-ext-Smithy	5051	494	510
128	Nulb - Map-9-Nulb-ext-right-Boatmen	5051	395	522
129	Nulb - Map-9-Nulb-ext-left-Boatmen	5051	403	512
130	Nulb - Map-9-Nulb-int-Boatman	5052	481	492
131	Nulb - Map-9-Nulb-int-Mother-Screng	5053	484	485
132	Nulb - Map-9-stairbase1-Mother-Screng	5053	485	480
133	Nulb - Map-9-Nulb-stairbase2-Mother-Screng	5054	487	482
134	Nulb - Map-9-Nulb-stairtop2-Mother-Screng	5054	477	482
135	Nulb - Map-9-Nulb-stairtop3-Mother-Screng	5055	471	473
136	Nulb - Map-9-Nulb-int-Smithy	5056	493	487
137	Nulb - Map-9-Nulb-int-Snake-Brothel	5057	497	490
138	Nulb - Map-9-Nulb-stairbase1-Snake-Brothel	5057	492	489
139	Nulb - Map-9-Nulb-stairtop2-Snake-Brothel	5058	492	480
140	Nulb - Map-9-Nulb-stairbase2-Snake-Brothel	5058	495	479
141	Nulb - Map-9-Nulb-stairtop3-Snake-Brothel	5059	486	489
142	Nulb - Map-9-Nulb-int-The-Water-Hostel	5060	484	500
143	Nulb - Map-9-Nulb-stairbase1-The-Water-Hostel	5060	483	488
144	Nulb - Map-9-Nulb-stairtop2-The-Water-Hostel	5061	474	490
145	Temple - Map-11-ext-Temple-Exterior	5062	512	449
146	Temple - Map-11-ext-Tower-Ruins	5111	479	490
147	Temple - Map-10-int-Tower-Ruins	5065	485	494
148	Temple - Map-11-int-Temple-Interior	5064	500	577
149	Temple - Map-11-left-stairtop-temple-interior	5064	561	523
150	Temple - Map-11-right-stairtop-temple-interior	5064	420	521
151	Temple - Map-11-well-stairtop-temple-interior	5064	483	484
152	Temple - Map-12-lower-left-stairbase-temple-dungeon-level-1	5066	551	589
153	Temple - Map-12-lower-right-stairbase-temple-dungeon-level-1	5066	416	589
154	Temple - Map-12-lower-middle-stairtop-temple-dungeon-level-1	5066	484	573
155	Temple - Map-12-top-left-stairtop-temple-dungeon-level-1	5066	554	392
156	Temple - Map-13-air-temple-pit	5067	488	506
157	Temple - Map-13-middle-stairbase	5067	487	559
158	Temple - Map-13-lower-left-stairtop	5067	578	585
159	Temple - Map-13-middle-left-stairtop	5067	532	477
160	Temple - Map-13-middle-right-stairtop	5067	382	449
161	Temple - Map-13-upper-left-stairbase	5067	562	370
162	Hommlet - Braumeister Apprentice Night Drinking Spot	5007	473	488
163	Hommlet - Braumeister Apprentice Day Work Spot	5037	474	485
164	Hommlet - Teamster Son Day Stand	5032	470	482
165	Hommlet - Teamster Son Night Stand	5001	561	223
166	Temple - Map-14-lower-left-stairbase	5105	617	602
167	Temple - Map-14-bottom-left-stairtop	5105	523	618
168	Temple - Map-14-bottom-right-stairtop	5105	462	607
169	Temple - Map-13-lower-middle-left-stairtop	5067	516	511
170	Temple - Map-14-lower-middle-left-stairbase	5105	519	516
171	Temple - Map-14-middle-left-stairbase	5105	552	487
172	Temple - Map-14-middle-right-stairbase	5105	407	437
173	Temple - Map-15-bottom-left-stairbase	5080	486	597
174	Temple - Map-15-bottom-right-stairbase	5080	471	596
175	Nulb - Map-9-Nulb-ext-generic-01	5051	481	446
176	Nulb - Map-9-Nulb-ext-generic-02	5051	465	457
177	Nulb - Map-9-Nulb-ext-generic-03	5051	450	476
178	Nulb - Map-9-Nulb-ext-generic-04	5051	483	580
179	Nulb - Map-9-Nulb-int-generic-01	5085	474	496
180	Nulb - Map-9-Nulb-int-generic-02	5086	471	494
181	Nulb - Map-9-Nulb-int-generic-03	5087	469	494
182	Nulb - Map-9-Nulb-int-generic-04	5088	473	493
183	HB Ravine ettin 01 alt	5095	499	443
184	HB Ravine ettin 02 alt	5095	499	447
185	Moathouse - Moathouse-exit-tunnel-ext	5091	492	477
186	Moathouse - Moathouse-exit-tunnel-int	5005	532	560
187	Temple - Temple-escape-tunnel-cave-ladder	5092	470	467
188	Temple - Map-10-Tower-Ruins-ladder	5065	477	480
189	Temple - Temple-deserted-farm-ext	5112	496	478
190	Temple - Map14-dungeon-level-03-escape	5105	641	446
191	Temple - air-node-entrance	5081	477	484
192	Temple - earth-node-entrance	5082	484	473
193	Temple - fire-node-entrance	5083	505	496
194	Temple - water-node-entrance	5084	453	473
195	Temple - level-4-earth-exit	5080	433	503
196	Temple - level-4-air-exit	5080	399	447
197	Temple - level-4-fire-exit	5080	371	426
198	Temple - level-4-water-exit	5080	411	391
199	Temple - temple-dungeon-level-3-gate-exit	5080	478	353
200	Temple - temple-dungeon-level-3-gate-entrance	5079	414	513
201	Temple - Temple-escape-tunnel-left	5092	491	455
202	Temple - Temple-escape-tunnel-right	5092	453	491
203	Hommlet - Valden-Night-Stand	5007	479	479
204	Hommlet - Elmo-Night-Stand	5007	475	483
205	Hommlet - Zert-Night-Stand	5007	479	488
206	Hommlet - Zert-Day-Stand	5008	464	485
207	Hommlet - Valden-Day-Stand	5044	490	494
208	Hommlet - Elmo-Day-Stand	5001	617	398
209	Hommlet - Black-Jay-Day-Stand	5001	559	245
210	Hommlet - Black-Jay-Night-Stand	5038	484	484
211	Hommlet - Tarim-Night-Stand	5022	482	477
212	Hommlet - Tarim-Day-Stand	5001	727	384
213	Hommlet - Widow Grandchild Night 1	5024	470	472
214	Hommlet - Widow Grandchild Night 2	5024	469	473
215	Hommlet - Widow Grandchild Night 3	5024	468	474
216	Hommlet - Widow Grandchild Night 4	5024	469	476
217	Hommlet - Widow Grandchild Night 5	5024	467	477
218	Hommlet - Widow Grandchild Night 6	5024	469	479
219	Hommlet - Widow Grandchild Night 7	5024	466	478
220	Hommlet - Widow Grandchild Night 8	5024	468	480
221	Hommlet - Widow Grandchild Day 1	5001	672	512
222	Hommlet - Widow Grandchild Day 2	5001	676	513
223	Hommlet - Widow Grandchild Day 3	5001	673	516
224	Hommlet - Widow Grandchild Day 4	5001	677	519
225	Hommlet - Widow Grandchild Day 5	5001	667	514
226	Hommlet - Widow Grandchild Day 6	5001	665	516
227	Hommlet - Widow Grandchild Day 7	5001	671	520
228	Hommlet - Widow Grandchild Day 8	5001	668	522
229	Hommlet - Otello-Day-Stand	5001	497	396
230	Hommlet - Otello-Night-Stand	5031	481	480
231	Hommlet - Teamster-Day-Stand	5001	451	316
232	Hommlet - Teamster-Night-Stand	5032	474	474
233	Hommlet - Stone-Mason-Kid-Night-1	5049	467	477
234	Hommlet - Stone-Mason-Kid-Night-2	5049	469	470
235	Hommlet - Stone-Mason-Kid-Day-1	5001	455	504
236	Hommlet - Stone-Mason-Kid-Day-2	5001	458	509
237	Nulb - Tolub-Night-Stand	5052	482	477
238	Nulb - Tolub-Day-Stand	5051	367	482
239	Moathouse - Moathouse-Secret-Stairs-bottom	5005	419	451
240	Moathouse - Moathouse-Secret-Tunnel-top	5005	446	431
241	Moathouse - Moathouse-Secret-Tunnel-bottom	5005	497	456
242	Temple - Temple-Dungeon-3-Tunnel-top	5105	632	486
243	Temple - Temple-Dungeon-3-Tunnel-bottom	5105	598	522
244	Temple - Air-Shaft-level-2-exit	5067	480	503
245	Temple - Air-Shaft-temple-interior-exit	5064	484	483
246	Temple - Air-Shaft-ledge	5106	479	476
247	Temple - Air-Shaft-level-1-exit	5066	485	514
248	Temple - Temple-entrance-from-tower	5062	394	467
249	Temple - Temple-entrance-from-house	5062	556	473
250	Temple - Temple-house-from-entrance	5110	467	529
251	Temple - Temple-tower-from-entrance	5111	494	555
252	Temple - Ogre-Cave-Ext	5113	485	511
253	Temple - Ogre-Cave-Int	5114	485	481
254	Temple - Wonnilon - Hideout	5066	418	374
255	Hommlet - Mickey - Day	5037	482	487
256	Nulb - Mickey - Night	5060	482	507
257	Hommlet - Paida - Rescued	5044	478	496
258	Temple - Wicked - set free	5080	378	553
259	Temple - temple-interior-near-throne	5064	490	409
260	Temple - Temple-level-3-upper-throne	5079	477	491
261	Hommlet - map1-int25-herdsman-house-int	5050	488	472
262	Tutorial Level 2	5117	496	483
263	Tutorial Level 3	5118	532	485
264	Temple - Romag's Scout point	5080	481	439
265	Hommlet - Burne Home	5016	478	476
266	Hommlet - Rufus Home	5016	483	476
267	Temple - Romag Escort	5080	482	447
268	Tutorial Lev 1	5116	438	490
269	Up to Tutorial Lev 2	5117	462	482
270	Hommlet - Otello Stealing	5001	657	420
271	Moathouse - Gnoll Patrol #1	5005	492	502
272	Moathouse - Gnoll Patrol #1	5005	485	486
273	Temple - Gnoll Patrol #2	5066	509	539
274	Temple - Gnoll Patrol #2	5066	508	548
275	Temple - Gnoll Patrol #2	5066	520	547
276	Temple - Gnoll Patrol #2	5066	495	535
277	Temple - Gnoll Patrol #2	5066	519	533
278	Hommlet - Widow Grandchild	5001	647	497
279	Hommlet - Widow Grandchild	5001	622	510
280	Hommlet - Widow Grandchild	5001	635	490
281	Hommlet - Widow Grandchild	5001	604	546
282	Hommlet - Widow Grandchild	5001	694	513
283	Hommlet - Widow Grandchild	5001	646	498
284	Hommlet - Widow Grandchild	5001	623	511
285	Hommlet - Widow Grandchild	5001	636	489
286	Hommlet - Widow Grandchild	5001	606	545
287	Hommlet - Widow Grandchild	5001	697	547
288	Temple - Goblin Patrol	5066	461	541
289	Temple - Goblin Patrol	5066	472	531
290	Temple - Goblin Patrol	5066	446	532
291	Hommlet - Amii-day	5001	728	387
292	HB Ravine orc shaman 02 alt	5095	503	446
293	HB Ravine orc archer 04 alt	5095	491	471
294	HB Ravine orc sniper 03 alt	5095	497	465
295	HB Ravine orc bowman 03 alt	5095	495	467
296	HB Ravine orc archer 05 alt	5095	493	469
297	HB North 01 orc murderer 01 alt	5095	506	369
298	HB North 01 orc sergeant 01 alt	5095	513	369
299	HB North 01 ogre 01 alt	5095	509	372
300	HB North 01 orc theurgist 01 alt	5095	509	367
301	Verbobonc - Asherah's Estate from Exterior	5122	481	475
302	Verbobonc - Exterior from Asherah's Estate	5121	633	271
303	Verbobonc - Gnome Quarter 1 from Exterior	5123	481	482
304	Verbobonc - Exterior from Gnome Quarter 1	5121	603	234
305	Verbobonc - Gnome Quarter 2 from Exterior	5124	475	481
306	Verbobonc - Exterior from Gnome Quarter 2	5121	567	208
307	Verbobonc - Gnome Quarter 3 from Exterior	5125	482	480
308	Verbobonc - Exterior from Gnome Quarter 3	5121	520	192
309	Verbobonc - Gnome Quarter 4 from Exterior	5126	486	490
310	Verbobonc - Exterior from Gnome Quarter 4	5121	454	211
311	Verbobonc - Gnome Quarter 4 from Gnome Tunnels 1	5126	487	483
312	Verbobonc - Gnome Tunnels 1 from Gnome Quarter 4	5127	529	460
313	Verbobonc - Gnome Tunnels 1 from Gnome Tunnels 2	5127	429	490
314	Verbobonc - Gnome Tunnels 2 from Gnome Tunnels 1	5128	497	482
315	Verbobonc - Gnome Tunnels 2 from Gnome Tunnels 3	5128	453	482
316	Verbobonc - Gnome Tunnels 3 from Gnome Tunnels 2	5129	534	485
317	Verbobonc - Gnome Tunnels 3 from Gnome Tunnels 4	5129	428	490
318	Verbobonc - Gnome Tunnels 4 from Gnome Tunnels 3	5130	492	449
319	Verbobonc - Gnome Tunnels 4 from Gnome Tunnels 5	5130	466	485
320	Verbobonc - Gnome Tunnels 5 from Gnome Tunnels 4	5131	503	450
321	Verbobonc - Gnome Tunnels 5 from Cave Exit	5131	484	482
322	Hommlet - Hommlet well	5001	647	504
323	Verbobonc - Cave Exit from Gnome Tunnels 5	5132	478	504
324	Verbobonc - Gnome Quarter 5 from Exterior	5133	472	478
325	Verbobonc - Exterior from Gnome Quarter 5	5121	430	231
326	Verbobonc - Gnome Quarter 6 from Exterior	5134	491	486
327	Verbobonc - Exterior from Gnome Quarter 6	5121	408	266
328	Verbobonc - Viscount Residence from Exterior	5135	493	489
329	Verbobonc - Exterior from Viscount Residence	5121	390	318
330	Moathouse - Hommlet from Gnarley Forest	5001	508	401
331	Hickory Branch - Exterior from Crypt	5095	559	515
332	Hickory Branch - Crypt from Exterior	5191	485	459
333	HB North 01 orc marksman 01 alt	5095	508	361
334	Welkwood Bog - Run from Exterior	5192	492	451
335	Welkwood Bog - Run from Crypt	5192	451	492
336	HB North 01 orc sniper 01 alt	5095	511	364
337	Verbobonc - Church Pelor Main from Exterior	5137	484	485
338	Verbobonc - Church Pelor Main from Church Pelor Upper	5137	494	475
339	Verbobonc - Church Pelor Upper from Church Pelor Main	5138	492	472
340	Verbobonc - Exterior from Church Pelor Main	5121	480	339
341	Welkwood Bog - Exterior from Crypt	5093	462	599
342	Welkwood Bog - Exterior from Run	5093	517	468
343	Verbobonc - Ruined Church Main from Exterior	5139	476	479
344	Welkwood Bog - Crypt from Exterior and Run	5193	511	482
345	Verbobonc - Ruined Church Main from Ruined Church Lower	5139	474	477
346	Verbobonc - Ruined Church Lower from Ruined Church Main	5140	472	477
347	Verbobonc - Ruined Church Lower from Ruined Church Tunnel	5140	483	497
348	Verbobonc - Drainage Tunnels from Ruined Church Lower	5141	535	300
349	Verbobonc - Drainage Tunnels from Castle Basement	5141	707	416
350	Verbobonc - Exterior from Ruined Church Main	5121	553	304
351	Verbobonc - Rabbit Hole from Castle Basement	5142	387	379
352	Verbobonc - Castle Basement from Ruined Church Tunnel	5143	483	498
353	Verbobonc - Castle Basement from Castle Dormitories and Rabbit Hole	5143	501	501
354	Verbobonc - Castle Dormitories from Castle Basement and Castle Main Hall	5144	496	496
355	Verbobonc - Castle Main Hall from Castle Upper Hall	5145	481	468
356	Verbobonc - Castle Main Hall from Castle Dormitories	5145	479	488
357	Verbobonc - Castle Main Hall from Exterior	5145	486	511
358	Verbobonc - Castle Upper Hall from Castle Parapet	5146	488	471
359	Verbobonc - Castle Upper Hall from Castle Main Hall	5146	479	461
360	Verbobonc - Castle Parapet from Castle Upper Hall	5147	476	468
361	Verbobonc - Exterior from Castle Main Hall	5121	703	439
362	Hickory Branch - Hickory Branch Convergence	5095	402	554
363	Verbobonc - Exterior from Gnome Quarter 4 well	5121	476	177
364	Verbobonc - Castle Outbuilding 1 from Exterior	5148	488	484
365	Verbobonc - Exterior from Castle Outbuilding 1	5121	696	371
366	Verbobonc - Castle Outbuilding 2 from Exterior	5149	472	492
367	Verbobonc - Exterior from Gnome Quarter 5 well	5121	404	229
368	Verbobonc - Maroon Moon Third - Lerrik night-stand	5160	481	474
369	Hommlet - Map-3-InnSecond Turuko day-stand	5008	491	474
370	Hommlet - Map-3-InnSecond Kobort day-stand	5008	493	474
371	Verbobonc - Exterior from Viscount Residence well	5121	363	309
372	Verbobonc - Exterior from Watch Post well	5121	134	504
373	Verbobonc - Exterior from City Block 1 well	5121	187	557
374	Verbobonc - Exterior from Gnome Quarter 2 well	5121	587	204
375	Verbobonc - Exterior from Church Pelor well	5121	460	296
376	Verbobonc - Exterior from Guard Shack East well	5121	431	358
377	Verbobonc - Exterior from Wharves well	5121	324	478
378	Verbobonc - Exterior from City Block 2 well	5121	256	539
379	Verbobonc - Exterior from City Block 3 well	5121	211	580
380	Verbobonc - Exterior from Waterfront well	5121	398	472
381	Verbobonc - Exterior from Asherah Estate well	5121	604	289
382	Verbobonc - Exterior from Guard Shack West well	5121	564	363
383	Verbobonc - Exterior from City Block 4 well	5121	280	621
384	Verbobonc - Exterior from Private Residence 1 well	5121	313	671
385	Verbobonc - Exterior from Merchant Row well	5121	437	559
386	Verbobonc - Exterior from Lhizeas hole	5121	581	372
387	Hommlet - Map-3-InnSecond Spugnoir night-stand	5008	465	485
388	Verbobonc - Exterior from Spruce Goose well	5121	525	492
389	Verbobonc - Exterior from Archer Eye well	5121	378	640
390	Verbobonc - Exterior from Private Residence 4 well	5121	353	721
391	Verbobonc - Exterior from Apartments well	5121	438	682
392	Hommlet - map1-int01-prosperous-farmer-upstairs Boy 01 night-stand	5021	495	490
393	Hommlet - map1-int01-prosperous-farmer-upstairs Boy 02 night-stand	5021	492	490
394	Hommlet - map1-int01-prosperous-farmer-upstairs Boy 03 night-stand	5021	490	488
395	Hommlet - map1-int01-prosperous-farmer-upstairs Boy 04 night-stand	5021	491	492
396	Verbobonc - Exterior from Castle Outbuilding 3 well	5121	685	464
397	Verbobonc - Exterior from Tenements well	5121	437	808
398	Verbobonc - Exterior from Courtyard well	5121	485	758
399	Verbobonc - Exterior from Warehouse District well	5121	647	619
400	Hommlet - map1-int04-well-kept-farm-upstairs Widow Mathilde night-stand	5024	471	486
401	Hommlet - map1-int04-well-kept-farm-upstairs Man 01 night-stand	5024	463	482
402	Hommlet - map1-int04-well-kept-farm-upstairs Woman 01 night-stand	5024	462	484
403	Hommlet - map1-int04-well-kept-farm-upstairs Boy 01 night-stand	5024	465	479
404	HB North 01 orc sniper 02 alt	5095	506	364
405	HB North 02 orc theurgist 01 alt	5095	509	367
406	HB North 02 orc assassin 01 alt	5095	509	373
407	Hommlet - map1-int04-well-kept-farm-upstairs Kent night-stand	5024	467	477
408	HB North 02 orc fighter 01 alt	5095	514	370
409	HB North 02 orc fighter 02 alt	5095	513	373
410	HB North 02 orc fighter 03 alt	5095	511	370
411	HB North 02 orc fighter 04 alt	5095	507	370
412	Hommlet - map1-int10-weaver Ganna day-stand	5028	475	497
413	HB North 02 orc fighter 05 alt	5095	505	373
414	Hommlet - map1-int25-herdsman-house Laszlo night-stand	5050	478	469
415	Hommlet - map1-int25-herdsman-house Eddie night-stand	5050	478	474
416	Hommlet - map1-int25-herdsman-house Boy 01 night-stand	5050	475	474
417	HB North 02 orc fighter 06 alt	5095	504	370
418	Hommlet - map1-int25-herdsman-house Boy 02 night-stand	5050	472	476
419	HB North 02 orc sniper 01 alt	5095	511	364
420	HB North 02 orc sniper 02 alt	5095	506	364
421	HB North 02 orc marksman 01 alt	5095	508	361
422	HB Ergo runoff standpoint	5095	582	481
423	Hommlet - map1-int05-prosperous-farmhouse Manservant day-stand	5025	495	487
424	HB Kallop runoff standpoint	5095	414	476
425	HB Boonthag runoff standpoint	5095	378	498
426	HB Krunch and Ruff runoff standpoint	5095	510	368
427	HB Krunch and Ruff cave position standpoint	5095	510	377
428	Hommlet - map1-int16-cabinet-maker-upstairs Woman 01 night-stand	5035	475	482
429	Hommlet - map1-int16-cabinet-maker-upstairs Girl 01 night-stand	5035	471	484
430	Hommlet - map1-int16-cabinet-maker-upstairs Girl 02 night-stand	5035	471	482
431	Hommlet - map1-int16-cabinet-maker-upstairs Girl 03 night-stand	5035	471	480
432	HB East orc rundor decoy 01 runoff standpoint	5095	442	402
433	HB East orc rundor decoy 02 runoff standpoint	5095	444	384
434	HB Angra Mainyu runoff standpoint	5095	481	477
435	HB Cave - Boonthag greet standpoint	5115	485	466
436	HB Cave - bugbear troop 01 greet standpoint	5115	479	466
437	HB Cave - orc fighter 02 greet standpoint	5115	482	466
438	HB Cave - Kallop greet standpoint	5115	499	470
439	Hommlet - Map-6-Upper-Hall Rufus night-stand	5018	481	483
440	Nulb - Map-9-Nulb-Interior-Generic-Nulb-2nd-fl Preston night-stand	5087	464	487
441	Hommlet - Map-6-Parapet-Interior Pishella night-stand	5019	476	480
442	Hommlet - map1-int10-weaver-upstairs Girl 01 night-stand	5029	495	490
443	Hommlet - map1-int10-weaver-upstairs Girl 02 night-stand	5029	492	490
444	Hommlet - map1-int10-weaver-upstairs Boy 01 night-stand	5029	488	490
445	Hommlet - map1-int10-weaver-upstairs Boy 02 night-stand	5029	485	490
446	Verbobonc - Exterior from Castle Outbuilding 2	5121	733	375
447	Verbobonc - Castle Outbuilding 3 from Exterior	5150	481	476
448	Verbobonc - Exterior from Castle Outbuilding 3	5121	693	475
449	Verbobonc - Spruce Goose First from Exterior	5151	497	490
450	Verbobonc - Spruce Goose First from Spruce Goose Second	5151	492	490
451	Verbobonc - Spruce Goose Second from Spruce Goose First	5152	493	477
452	Nulb - Map-9-Nulb-Interior-Snake-Brothel-1st-fl Man 01 night-stand	5057	487	482
453	Nulb - Map-9-Nulb-Interior-Snake-Brothel-1st-fl Man 01 night-stand	5057	483	487
454	Nulb - Map-9-Nulb-Interior-Snake-Brothel-1st-fl Man 01 night-stand	5057	480	491
455	Nulb - Map-9-Nulb-Interior-Generic-Nulb-3rd-fl Grud night-stand	5087	466	486
456	Nulb - Map-9-Nulb-Interior-Mona's Store	5089	478	493
457	Nulb - Map-9-Nulb-ext-from-Mona's Store	5051	515	566
458	Nulb - Riana day-night-stand after disband	5089	465	486
459	Nulb - Serena day-night-stand after disband	5089	465	488
460	Nulb - Map-9-Nulb-Interior-Generic-Nulb-3rd-fl Man 01 night-stand	5087	465	489
