sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-45	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-75	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-105	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-120	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-135	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-150	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Doom	dart	10		5	60		Node Pos	bip01 r hand			Disc	Same as Emitter	Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-165	0	0,360	10,0	0	0	0	0	0	255,0	255	128	255						10
sp-Eldritch Line	fire2	0	Point	30	300		Object YPR				Sprite	Same as Emitter	Polar		flare-1	30	Add	0				0			0	0	0	0	0	0	 	 	 					 	0	0	0	0	0	0	0	0		0		0	0	0	-3?3	0	0,360	12	0	0	0?720			255,0	255(1),200(5)	255(1),32(5)	255(1),130(5)						200
sp-Eldritch Spear-proj	fire2	0	Point	perm	300		Object Pos		Cartesian	Polar	Sprite	World	Polar	Cartesian	shard	30	Add	0				0			0	0	0	0	10	0	 	 	 					 	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	10	0	0	0?360			255,0	255(1),200(5)	255(1),32(5)	255(1),130(5)						200
sp-Eldritch Spear-proj	Fire	0	Point	perm	150		Object Pos		Cartesian	Polar	Sprite	World	Cartesian	Polar	shard	30	Add	0				0			0	0	0	0	10	0	 	 	 					 	0	0	0	0	0	0	0	0		0		0?360	0	20	0	0	0	14	0	0	0,360			128,0	100?255	0?32	0?130						50
sp-Eldritch Spear-proj	flashes	0	Point	perm	10		Object Pos		Cartesian	Polar	Sprite	Same as Emitter	Polar	Cartesian	shard	30	Add	0				0			0	0	0	0	10	0	 	 	 					 	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	20	0	0	0?360			255,0	150	64	130						30
sp-Beshadowed Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	0	0	0						5
sp-Beshadowed Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	0	0	0						10
sp-Bewitching Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	199	21	133						5
sp-Bewitching Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	199	21	133						10
sp-Binding Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	0?72	209	204						5
sp-Binding Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	0?72	209	204						10
sp-Brimstone Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	255	69	0						5
sp-Brimstone Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	255	69	0						10
sp-Frightful Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	72	61	139						5
sp-Frightful Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	72	61	139						10
sp-Hellrime Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	240	255	255						5
sp-Hellrime Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	240	255	255						10
sp-Hindering Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	238	232	170						5
sp-Hindering Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	238	232	170						10
sp-Noxious Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	0?16	64	0?16						5
sp-Noxious Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	0	0	0						10
sp-Penetrating Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	255	255	0						5
sp-Penetrating Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	255	255	0						10
sp-Sickening Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	0?16	64	0?16						5
sp-Sickening Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	0	0	0						10
sp-Vitriolic Blast-held	sickness			perm	5		Node Pos	bip01 r hand			Sprite				flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-10	0	-10?10	-10?10	-10?10	20,0	0	0	0?360	0	0	0,255,0	0	250	154						5
sp-Vitriolic Blast-held	redness			perm	15		Node Pos	bip01 r hand			Sprite				flare-2	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-20	0	-5?5	-5?5	-5?5	2,0	0	0	0?360	0	0	0,255,0	0	250	154						10
sp-All Seeing Eyes	pupil			30	4		Node Pos	bip01 head			Sprite		Cartesian		eye-Pupil	60	Add	0				0	0	0	0	0	0	10	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	10,50	0	0	180	0	0	0,128,0	0,238	0,130	0,238						2
sp-All Seeing Eyes	eyes	15		30	4		Node Pos	bip01 head			Sprite		Cartesian		eye-noPupil	60	Add	0				0	0	0	0	0	0	10	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	10,50	0	0	180	0	0	0,128,0	0,238	0,130	0,238						2
sp-Beguiling Influence	emotion particles			60	30		Node Pos	bip01 head			Sprite		Polar	Polar	flare-1	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0?1	0	0	0?360	0	0?20	0,5,0	0	0	0?360	0	0	255	200?255	96?128	200?255						
sp-Beguiling Influence	emo particles 2			60	30		Node Pos	bip01 head			Sprite		Polar	Polar	flare-1	90	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?1	0	0	0?360	0	0?20	0,15,0	0	0	0?360	0	0	64	200?255	32?96	200?255						
sp-Breath of the Night				perm	20						Sprite		Polar		fire-sprite	200	Blend	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,240	30?60	0	0	0?360	0	0	0,40,0	255	255	255						5
sp-Breath of the Night-hit	hittin			perm	5						Sprite		Polar		fire-sprite	90	Blend	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	#radius	20?40	0	0	0?360	0	0	0,60,0	255	255	255						5
sp-Breath of the Night-hit	New Emitter			15	10						Sprite		Polar		fire-sprite	30	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	#radius	20?40	0	0	0?360	0	0	0,255,0	255	255	255						5
sp-Cold Comfort	New Emitter			30	1		Object YPR				Disc	Same as Emitter	Polar		ring	60	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,10	0	0,10	0,360	0	0	0?720	0	0	64,0	255,0,0	255,128,128	255,255,255						1
sp-Cold Comfort-Hit	touch it			30	30						Sprite		Polar	Polar	flare-1	30	Add	0				0	0	0	0	0	0	0	0,100,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0?360	0	#radius	0,10	0	0	0?360	0	0	0,255	240?255	255	250						5
sp-Cold Comfort-Hit	droppins			30	30						Sprite		Polar	Cartesian	flare-1	30	Add	0				0	0	0	0	0	0	0	0,100,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,-40	0	0?360	0?360	#radius	1,5,1	0	0	0?360	0	0	0,255,0	240	255	250						5
sp-Dark One's Own Luck	sparklemotion			120	5		Node Pos	bip01 head			Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#radius	0	0	0?360	0	0	128,0	148	0	211						1
sp-Dark One's Own Luck	New Emitter			15	30		Node Pos	bip01 head			Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#radius	0	0	0?360	0	0	64,0	255	255	255						1
sp-Enervating Shadow	veil2	35		perm	100		Object Pos				Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0,-100		0?360	0,25	0?20	2,15	0	0	0	0	0	0,150,100,50,0	87?156	0?28	127?255						15
sp-Enervating Shadow	startup			5	1200		Object Pos				Disc		Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,50	0	0?360	0,120	0?30	3?20	0	0	0?360	0	0	0,128,0	87	0	127						100
sp-Enervating Shadow-hit	ground boomin	5		45	10		Object YPR	bip01 l foot		Cartesian	Disc	World	Cartesian	Cartesian	flare-3	20	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?60		#radius	0	0	0	0	0	64,0	87?156	0?28	127?255						
sp-Enervating Shadow-loss	hero1			perm	30		Bones				Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4?10	0	0	0	0	0	0,200,150,100,50,0	87?156	0?28	127?255						
sp-Enervating Shadow-loss	herostart			5	200		Bones				Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,30	0	0	0	0	0	0,200,150,100,50,0	87?156	0?28	127?255						
sp-Leaps and Bounds	Heart Flashes			0	1						Sprite		Polar		flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,200	0		0	0	30,10,20,15,30,10,5,20,30,10,20,15,30,10,5,20,30,10,20,15,30,10,5,20,30,10,20,15,30,10,5,20,30,10,20,15,30,10,5,20,30,10,20,15,30,10,5,20,	0	0	0,-720	0	0	255,0	0,0	255,255	255,0						
sp-Leaps and Bounds	sparkles 1			30	200						Sprite		Polar		flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,200	0	0?360	0	0?60	5,0	0	0	0	0	0	0,128,0	0,0	255,255	255,0		-36	-122	43	29	
sp-Leaps and Bounds	Blessings from 			15	60						Sprite		Polar		sliver	20	Add	0				0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0?360	0	10,0	0,100	0	0	0	0	0	0,64,0	0,0	255,255	255,0						
sp-Miasmic Cloud				perm	5						Sprite		Polar		fire-sprite	200	Blend	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,120	30?60	0	0	0?360	0	0	0,40,0	148	0	211						5
sp-Miasmic Cloud-hit	hittin			perm	5						Sprite		Polar		fire-sprite	90	Blend	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	#radius	20?40	0	0	0?360	0	0	0,60,0	148	0	211						5
sp-Miasmic Cloud-hit	New Emitter			15	10						Sprite		Polar		fire-sprite	30	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	#radius	20?40	0	0	0?360	0	0	0,255,0	148	0	211						5
sp-Retributive Invisibility-dispel	circles	0		30	5						Disc		Polar		Ring	60	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,240	0	0	0	0	0	0,64,128,0	128	128	128						1
sp-Soulreaving Aura	circle 2	0		30	500						Disc		Polar		bigcircle	60	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,120	0,30	0	0	0	0	0	0,8,16,0	255,64,64,64	255,0,0,0	255,255,255,255						
sp-Soulreaving Aura	sparklies	0		5	1000						Disc		Polar		bigcircle	60	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,120	1	0	0	0	0	0	0,255,0	64,64,64,64	0,0,0,0	255,255,255,255						
sp-Soulreaving Aura-HP	sparkles 1			240	20						Sprite		Polar	Cartesian	flare	60	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10?-10	0	0?360	0?60	#radius	0,10	0	0	0,720	0	0	0,255,0	64	0	255		-76	-108	69	25	
sp-Soulreaving Aura-HP	bam			10	200						Sprite		Polar	Cartesian	flare	30	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10?-10	0	0?360	0?60	#radius	10,0	0	0	0,720	0	0	0,255,0	64	0	255		-76	-108	69	25	
