63	Greater Spell Penetration	0	1334	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
64	Greater Two-Weapon Fighting	16	1218	1	1	19	266	11	-1	-1	0	0	0	0	0	0	0	0	
65	Greater Weapon Focus (Gauntlet)	65808	11	8	1417	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
66	Greater Weapon Focus (Unarmed strike)	65808	11	8	1418	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
67	Greater Weapon Focus (Unarmed strike - small being)	65808	11	8	1419	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
68	Greater Weapon Focus (Dagger)	65808	11	8	1420	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
69	Greater Weapon Focus (Punching Dagger)	65808	11	8	1421	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
70	Greater Weapon Focus (Spiked Gauntlet)	65808	11	8	1422	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
71	Greater Weapon Focus (Light Mace)	65808	11	8	1423	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
72	Greater Weapon Focus (Sickle)	65808	11	8	1424	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
73	Greater Weapon Focus (Club)	65808	11	8	1425	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
74	Greater Weapon Focus (Shortspear)	65808	11	8	1426	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
75	Greater Weapon Focus (Heavy mace)	65808	11	8	1427	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
76	Greater Weapon Focus (Morningstar)	65808	11	8	1428	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
77	Greater Weapon Focus (Quarterstaff)	65808	11	8	1429	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
78	Greater Weapon Focus (Spear)	65808	11	8	1430	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
79	Greater Weapon Focus (Light Crossbow)	65808	11	8	1431	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
80	Greater Weapon Focus (Dart)	65808	11	8	1432	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
81	Greater Weapon Focus (Sling)	65808	11	8	1433	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
82	Greater Weapon Focus (Heavy Crossbow)	65808	11	8	1434	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
83	Greater Weapon Focus (Javelin)	65808	11	8	1435	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
84	Greater Weapon Focus (Throwing Axe)	65810	11	8	1436	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
85	Greater Weapon Focus (Light Hammer)	65808	11	8	1437	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
86	Greater Weapon Focus (Handaxe)	65808	11	8	1438	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
87	Greater Weapon Focus (Light Lance)	65810	11	8	1439	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
88	Greater Weapon Focus (Light Pick)	65808	11	8	1440	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
89	Greater Weapon Focus (Sap)	65810	11	8	1441	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
90	Greater Weapon Focus (Short Sword)	65808	11	8	1442	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
91	Greater Weapon Focus (Battleaxe)	65808	11	8	1443	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
92	Greater Weapon Focus (Light Flail)	65808	11	8	1444	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
93	Greater Weapon Focus (Heavy Lance)	65810	11	8	1445	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
94	Greater Weapon Focus (Longsword)	65808	11	8	1446	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
95	Greater Weapon Focus (Heavy Pick)	65808	11	8	1447	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
96	Greater Weapon Focus (Rapier)	65808	11	8	1448	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
97	Greater Weapon Focus (Scimitar)	65808	11	8	1449	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
98	Greater Weapon Focus (Trident)	65808	11	8	1450	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
99	Greater Weapon Focus (Warhammer)	65808	11	8	1451	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
100	Greater Weapon Focus (Falchion)	65808	11	8	1452	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
101	Greater Weapon Focus (Heavy Flail)	65808	11	8	1453	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
102	Greater Weapon Focus (Glaive)	65808	11	8	1454	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
103	Greater Weapon Focus (Greataxe)	65808	11	8	1455	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
104	Greater Weapon Focus (Greatclub)	65808	11	8	1456	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
105	Greater Weapon Focus (Greatsword)	65808	11	8	1457	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
106	Greater Weapon Focus (Guisarme)	65808	11	8	1458	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
107	Greater Weapon Focus (Halberd)	65808	11	8	1459	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
108	Greater Weapon Focus (Longspear)	65808	11	8	1460	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
109	Greater Weapon Focus (Ranseur)	65808	11	8	1461	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
110	Greater Weapon Focus (Scythe)	65808	11	8	1462	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
111	Greater Weapon Focus (Shortbow)	65808	11	8	1463	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
112	Greater Weapon Focus (Composite Shortbow)	65810	11	8	1464	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
113	Greater Weapon Focus (Longbow)	65808	11	8	1465	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
114	Greater Weapon Focus (Composite Longbow)	65810	11	8	1466	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
115	Greater Weapon Focus (Butterfly Sword)	65808	11	8	1467	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
116	Greater Weapon Focus (Kukri)	65808	11	8	1468	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
117	Greater Weapon Focus (War Fan)	65808	11	8	1469	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
118	Greater Weapon Focus (Monk Spade)	65808	11	8	1470	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
119	Greater Weapon Focus (Kama)	65808	11	8	1471	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
120	Greater Weapon Focus (Tonfa	65808	11	8	1472	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
121	Greater Weapon Focus (Siangham)	65808	11	8	1473	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
122	Greater Weapon Focus (Bastard Sword)	65808	11	8	1474	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
123	Greater Weapon Focus (Dwarven Waraxe)	65808	11	8	1475	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
124	Greater Weapon Focus (Gnome Hooked Hammer)	65808	11	8	1476	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
125	Greater Weapon Focus (Orc Double Axe)	65808	11	8	1477	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
126	Greater Weapon Focus (Spike Chain)	65808	11	8	1478	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
127	Greater Weapon Focus (Dire Flail)	65810	11	8	1479	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
128	Greater Weapon Focus (Two-bladed Sword)	65810	11	8	1480	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
129	Greater Weapon Focus (Dwarven Urgrosh)	65810	11	8	1481	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
130	Greater Weapon Focus (Hand Crossbow)	65810	11	8	1482	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
131	Greater Weapon Focus (Shuriken)	65808	11	8	1483	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
132	Greater Weapon Focus (Whip)	65810	11	8	1484	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
133	Greater Weapon Focus (Repeating Crossbow)	65808	11	8	1485	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
134	Greater Weapon Focus (Net)	65810	11	8	1486	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
135	Greater Weapon Focus (Grapple)	65810	11	8	1487	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
136	Greater Weapon Focus (Ray)	65808	11	8	1488	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
137	Greater Weapon Specialization	524304	11	12	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
138	Heighten Spell	131072	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139	Improved Bull Rush	18	0	13	1268	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
140	Improved Counterspell	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141	Improved Critical (Gauntlet)	1296	266	8	-4	0	-1	-1	0	0	0	0	0	0	0	0	0	0	
142	Improved Critical (Unarmed strike)	1296	266	8	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
143	Improved Critical (Unarmed strike - small being)	1296	266	8	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
144	Improved Critical (Dagger)	1296	266	8	-4	3	-1	-1	0	0	0	0	0	0	0	0	0	0	
145	Improved Critical (Punching Dagger)	1296	266	8	-4	4	-1	-1	0	0	0	0	0	0	0	0	0	0	
146	Improved Critical (Spiked Gauntlet)	1296	266	8	-4	5	-1	-1	0	0	0	0	0	0	0	0	0	0	
147	Improved Critical (Light Mace)	1296	266	8	-4	6	-1	-1	0	0	0	0	0	0	0	0	0	0	
148	Improved Critical (Sickle)	1296	266	8	-4	7	-1	-1	0	0	0	0	0	0	0	0	0	0	
149	Improved Critical (Club)	1296	266	8	-4	8	-1	-1	0	0	0	0	0	0	0	0	0	0	
150	Improved Critical (Shortpear)	1296	266	8	-4	9	-1	-1	0	0	0	0	0	0	0	0	0	0	
151	Improved Critical (Heavy mace)	1296	266	8	-4	10	-1	-1	0	0	0	0	0	0	0	0	0	0	
152	Improved Critical (Morningstar)	1296	266	8	-4	11	-1	-1	0	0	0	0	0	0	0	0	0	0	
153	Improved Critical (Quarterstaff)	1296	266	8	-4	12	-1	-1	0	0	0	0	0	0	0	0	0	0	
154	Improved Critical (Spear)	1296	266	8	-4	13	-1	-1	0	0	0	0	0	0	0	0	0	0	
155	Improved Critical (Light Crossbow)	1296	266	8	-4	14	-1	-1	0	0	0	0	0	0	0	0	0	0	
156	Improved Critical (Dart)	1296	266	8	-4	15	-1	-1	0	0	0	0	0	0	0	0	0	0	
157	Improved Critical (Sling)	1296	266	8	-4	16	-1	-1	0	0	0	0	0	0	0	0	0	0	
158	Improved Critical (Heavy Crossbow)	1296	266	8	-4	17	-1	-1	0	0	0	0	0	0	0	0	0	0	
159	Improved Critical (Javelin)	1296	266	8	-4	18	-1	-1	0	0	0	0	0	0	0	0	0	0	
160	Improved Critical (Throwing Axe)	1298	266	8	-4	19	-1	-1	0	0	0	0	0	0	0	0	0	0	
161	Improved Critical (Light Hammer)	1296	266	8	-4	20	-1	-1	0	0	0	0	0	0	0	0	0	0	
162	Improved Critical (Handaxe)	1296	266	8	-4	21	-1	-1	0	0	0	0	0	0	0	0	0	0	
163	Improved Critical (Light Lance)	1298	266	8	-4	22	-1	-1	0	0	0	0	0	0	0	0	0	0	
164	Improved Critical (Light Pick)	1296	266	8	-4	23	-1	-1	0	0	0	0	0	0	0	0	0	0	
165	Improved Critical (Sap)	1298	266	8	-4	24	-1	-1	0	0	0	0	0	0	0	0	0	0	
166	Improved Critical (Short Sword)	1296	266	8	-4	25	-1	-1	0	0	0	0	0	0	0	0	0	0	
167	Improved Critical (Battleaxe)	1296	266	8	-4	26	-1	-1	0	0	0	0	0	0	0	0	0	0	
168	Improved Critical (Light Flail)	1296	266	8	-4	27	-1	-1	0	0	0	0	0	0	0	0	0	0	
169	Improved Critical (Heavy Lance)	1298	266	8	-4	28	-1	-1	0	0	0	0	0	0	0	0	0	0	
170	Improved Critical (Longsword)	1296	266	8	-4	29	-1	-1	0	0	0	0	0	0	0	0	0	0	
171	Improved Critical (Heavy Pick)	1296	266	8	-4	30	-1	-1	0	0	0	0	0	0	0	0	0	0	
172	Improved Critical (Rapier)	1296	266	8	-4	31	-1	-1	0	0	0	0	0	0	0	0	0	0	
173	Improved Critical (Scimitar)	1296	266	8	-4	32	-1	-1	0	0	0	0	0	0	0	0	0	0	
174	Improved Critical (Trident)	1296	266	8	-4	33	-1	-1	0	0	0	0	0	0	0	0	0	0	
175	Improved Critical (Warhammer)	1296	266	8	-4	34	-1	-1	0	0	0	0	0	0	0	0	0	0	
176	Improved Critical (Falchion)	1296	266	8	-4	35	-1	-1	0	0	0	0	0	0	0	0	0	0	
177	Improved Critical (Heavy Flail)	1296	266	8	-4	36	-1	-1	0	0	0	0	0	0	0	0	0	0	
178	Improved Critical (Glaive)	1296	266	8	-4	37	-1	-1	0	0	0	0	0	0	0	0	0	0	
179	Improved Critical (Greataxe)	1296	266	8	-4	38	-1	-1	0	0	0	0	0	0	0	0	0	0	
180	Improved Critical (Greatclub)	1296	266	8	-4	39	-1	-1	0	0	0	0	0	0	0	0	0	0	
181	Improved Critical (Greatsword)	1296	266	8	-4	40	-1	-1	0	0	0	0	0	0	0	0	0	0	
182	Improved Critical (Guisarme)	1296	266	8	-4	41	-1	-1	0	0	0	0	0	0	0	0	0	0	
183	Improved Critical (Halberd)	1296	266	8	-4	42	-1	-1	0	0	0	0	0	0	0	0	0	0	
184	Improved Critical (Longspear)	1296	266	8	-4	29	-1	-1	0	0	0	0	0	0	0	0	0	0	
185	Improved Critical (Ranseur)	1296	266	8	-4	44	-1	-1	0	0	0	0	0	0	0	0	0	0	
186	Improved Critical (Scythe)	1296	266	8	-4	45	-1	-1	0	0	0	0	0	0	0	0	0	0	
187	Improved Critical (Shortbow)	1296	266	8	-4	46	-1	-1	0	0	0	0	0	0	0	0	0	0	
188	Improved Critical (Composite Shortbow)	1298	266	8	-4	47	-1	-1	0	0	0	0	0	0	0	0	0	0	
189	Improved Critical (Longbow)	1296	266	8	-4	48	-1	-1	0	0	0	0	0	0	0	0	0	0	
190	Improved Critical (Composite Longbow)	1298	266	8	-4	49	-1	-1	0	0	0	0	0	0	0	0	0	0	
191	Improved Critical (Butterfly Sword)	1296	266	8	-4	50	-1	-1	0	0	0	0	0	0	0	0	0	0	
192	Improved Critical (Kukri)	1296	266	8	-4	51	-1	-1	0	0	0	0	0	0	0	0	0	0	
193	Improved Critical (War Fan)	1296	266	8	-4	52	-1	-1	0	0	0	0	0	0	0	0	0	0	
194	Improved Critical (Monk Spade)	1296	266	8	-4	53	-1	-1	0	0	0	0	0	0	0	0	0	0	
195	Improved Critical (Kama)	1296	266	8	-4	54	-1	-1	0	0	0	0	0	0	0	0	0	0	
196	Improved Critical (Tonfa)	1296	266	8	-4	55	-1	-1	0	0	0	0	0	0	0	0	0	0	
197	Improved Critical (Siangham)	1296	266	8	-4	56	-1	-1	0	0	0	0	0	0	0	0	0	0	
198	Improved Critical (Bastard Sword)	1296	266	8	-4	57	-1	-1	0	0	0	0	0	0	0	0	0	0	
199	Improved Critical (Dwarven Waraxe)	1296	266	8	-4	58	-1	-1	0	0	0	0	0	0	0	0	0	0	
200	Improved Critical (Gnome Hooked Hammer)	1296	266	8	-4	59	-1	-1	0	0	0	0	0	0	0	0	0	0	
201	Improved Critical (Orc Double Axe)	1296	266	8	-4	60	-1	-1	0	0	0	0	0	0	0	0	0	0	
202	Improved Critical (Spike Chain)	1296	266	8	-4	61	-1	-1	0	0	0	0	0	0	0	0	0	0	
203	Improved Critical (Dire Flail)	1298	266	8	-4	62	-1	-1	0	0	0	0	0	0	0	0	0	0	
204	Improved Critical (Two-bladed Sword)	1298	266	8	-4	63	-1	-1	0	0	0	0	0	0	0	0	0	0	
205	Improved Critical (Dwarven Urgrosh)	1298	266	8	-4	64	-1	-1	0	0	0	0	0	0	0	0	0	0	
206	Improved Critical (Hand Crossbow)	1298	266	8	-4	65	-1	-1	0	0	0	0	0	0	0	0	0	0	
207	Improved Critical (Shuriken)	1296	266	8	-4	66	-1	-1	0	0	0	0	0	0	0	0	0	0	
208	Improved Critical (Whip)	1298	266	8	-4	67	-1	-1	0	0	0	0	0	0	0	0	0	0	
209	Improved Critical (Repeating Crossbow)	1296	266	8	-4	68	-1	-1	0	0	0	0	0	0	0	0	0	0	
210	Improved Critical (Net)	1298	266	8	-4	69	-1	-1	0	0	0	0	0	0	0	0	0	0	
211	Improved Disarm	144	3	13	1013	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
212	Improved Feint	16	3	13	1013	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
213	Improved Grapple	18	1	13	1220	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
214	Improved Initiative	16	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215	Improved Overrun	18	0	13	1268	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
216	Improved Shield Bash	16	1278	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
217	Improved Trip	144	3	13	1013	1	-1	-1	0	0	0	0	0	0	0	0	0	0	
218	Improved Two-Weapon Fighting	16	1345	1	266	6	-1	-1	0	0	0	0	0	0	0	0	0	0	
219	Improved Turning	0	-3	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
220	Improved Unarmed Strike	16	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
221	Improved Uncanny Dodge	8	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222	Investigator	0	-7	5	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	
223	Iron Will	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224	Leadership	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225	Lightning Reflexes	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226	Magical Aptitude	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227	Manyshot	16	1	17	1267	1	1272	1	266	6	-1	-1	0	0	0	0	0	0	
228	Martial Weapon Proficiency (Throwing Axe)	2306	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229	Martial Weapon Proficiency (Light Hammer)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230	Martial Weapon Proficiency (Handaxe)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231	Martial Weapon Proficiency (Light Lance)	2306	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232	Martial Weapon Proficiency (Light Pick)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233	Martial Weapon Proficiency (Sap)	2306	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234	Martial Weapon Proficiency (Short Sword)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
235	Martial Weapon Proficiency (Battleaxe)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236	Martial Weapon Proficiency (Light Flail)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237	Martial Weapon Proficiency (Heavy Lance)	2306	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
238	Martial Weapon Proficiency (Longsword)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
239	Martial Weapon Proficiency (Heavy Pick)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240	Martial Weapon Proficiency (Rapier)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
241	Martial Weapon Proficiency (Scimitar)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242	Martial Weapon Proficiency (Trident)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243	Martial Weapon Proficiency (Warhammer)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244	Martial Weapon Proficiency (Falchion)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245	Martial Weapon Proficiency (Heavy Flail)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246	Martial Weapon Proficiency (Glaive)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
247	Martial Weapon Proficiency (Greataxe)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248	Martial Weapon Proficiency (Greatclub)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249	Martial Weapon Proficiency (Greatsword)	2304	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
