TAG_AURA_DEMAND_FORTITUDE	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Demand Fortitude	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Fortitude saves.
TAG_AURA_DETERMINED_CASTER	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Determined Caster	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on rolls to overcome spell resistance.
TAG_AURA_FORCE_OF_WILL	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Force of Will	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Will saves.
TAG_AURA_MASTER_OF_OPPORTUNITY	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Master of Opportunity	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] to Armor Class against attacks of opportunity.
TAG_AURA_MASTER_OF_TACTICS	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Master of Tactics	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on damage rolls when flanking.
TAG_AURA_MOTIVATE_CHARISMA	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Charisma	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Charisma checks and Charisma-based skill checks.
TAG_AURA_MOTIVATE_CONSTITUTION	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Constitution	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Constitution checks and Constitution-based skill checks.
TAG_AURA_MOTIVATE_DEXTERITY	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Dexterity	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Dexterity checks and Dexterity-based skill checks.
TAG_AURA_MOTIVATE_INTELLIGENCE	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Intelligence	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Intelligence checks and Intelligence-based skill checks.
TAG_AURA_MOTIVATE_STRENGTH	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Strength	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Strength checks and Strength-based skill checks.
TAG_AURA_MOTIVATE_WISDOM	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Motivate Wisdom	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Wisdom checks and Wisdom-based skill checks.
TAG_AURA_OVER_THE_TOP	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Over the Top	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on damage rolls when charging.
TAG_AURA_WATCHFUL EYE	TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS			Watchful Eye	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MINOR_AURAS] on Reflex saves.
TAG_AURA_HARDY_SOLDIERS	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Hardy Soldiers	The marshal's allies gain damage reduction equal to the amount of ~bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] the aura provides. For example, if the marshal is 10th level, everyone affected gains DR 2/-.
TAG_AURA_MOTIVATE_ARDOR	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Motivate Ardor	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] on damage rolls.
TAG_AURA_MOTIVATE_ATTACK	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Motivate Attack	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] on melee attack rolls.
TAG_AURA_MOTIVATE_CARE	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Motivate Care	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] to Armor Class.
TAG_AURA_MOTIVATE_URGENCY	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Motivate Urgency	Allies' base land speed is increased by a number of feet equal to 5 x the amount of ~bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] the aura provides. For example, the allies of a 10th-level marshal (+2 major aura) add 10 feet to their base land speed.
TAG_AURA_RESILIENT_TROOPS	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Resilient Troops	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] on all saves.
TAG_AURA_STEADY_HAND	TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS			Steady Hand	~Aura Bonus~[TAG_CLASS_FEATURES_MARSHAL_MAJOR_AURAS] on ranged attack rolls.
